tag,patterns,patterns_prep,slang_prep,prep
car_recommendation,"carbot, caranya merawat mobil biar awet gimana?",carbot caranya merawat mobil biar awet gimana,carbot caranya merawat mobil agar awet bagaimana,"['carbot', 'cara', 'rawat', 'mobil', 'awet', 'bagaimana']"
car_recommendation,"carbot, kasih tips dong biar mobil awet",carbot kasih tips dong biar mobil awet,carbot kasih tips dong agar mobil awet,"['carbot', 'kasih', 'tips', 'dong', 'mobil', 'awet']"
car_recommendation,"carbot, cara merawat mesin mobil yang baik bagaimana?",carbot cara merawat mesin mobil yang baik bagaimana,carbot cara merawat mesin mobil yang baik bagaimana,"['carbot', 'cara', 'rawat', 'mesin', 'mobil', 'baik', 'bagaimana']"
car_recommendation,"carbot, apa saja yang perlu diperhatikan dalam perawatan mobil?",carbot apa saja yang perlu diperhatikan dalam perawatan mobil,carbot apa saja yang perlu diperhatikan dalam perawatan mobil,"['carbot', 'apa', 'yang', 'perlu', 'perhati', 'awat', 'mobil']"
car_recommendation,"carbot, tolong beri tips merawat mobil yang benar",carbot tolong beri tips merawat mobil yang benar,carbot tolong beri tips merawat mobil yang benar,"['carbot', 'beri', 'tips', 'rawat', 'mobil', 'benar']"
car_recommendation,"carbot, bagaimana cara optimal merawat kendaraan?",carbot bagaimana cara optimal merawat kendaraan,carbot bagaimana cara optimal merawat kendaraan,"['carbot', 'bagaimana', 'cara', 'optimal', 'rawat', 'kendara']"
car_recommendation,"carbot, mohon saran perawatan mobil yang tepat",carbot mohon saran perawatan mobil yang tepat,carbot mohon saran perawatan mobil yang tepat,"['carbot', 'mohon', 'saran', 'awat', 'mobil', 'tepat']"
car_recommendation,"carbot, apa kunci utama dalam maintenance mobil?",carbot apa kunci utama dalam maintenance mobil,carbot apa kunci utama dalam maintenance mobil,"['carbot', 'apa', 'kunci', 'utama', 'maintenance', 'mobil']"
car_recommendation,"carbot, gimana sih biar mobil gak cepet rusak?",carbot gimana sih biar mobil gak cepet rusak,carbot bagaimana memang agar mobil tidak cepat rusak,"['carbot', 'bagaimana', 'memang', 'mobil', 'cepat', 'rusak']"
car_recommendation,"carbot, kasih tau dong cara rawat mobil yang bener",carbot kasih tau dong cara rawat mobil yang bener,carbot kasih tahu dong cara rawat mobil yang benar,"['carbot', 'kasih', 'tahu', 'dong', 'cara', 'rawat', 'mobil', 'benar']"
car_recommendation,"carbot, tips jitu merawat mobil gimana ya?",carbot tips jitu merawat mobil gimana ya,carbot tips jitu merawat mobil bagaimana iya,"['carbot', 'tips', 'jitu', 'rawat', 'mobil', 'bagaimana', 'iya']"
car_recommendation,"carbot, biar mobil gak rewel gimana caranya?",carbot biar mobil gak rewel gimana caranya,carbot agar mobil tidak rewel bagaimana caranya,"['carbot', 'mobil', 'rewel', 'bagaimana', 'cara']"
car_recommendation,"carbot, routine maintenance mobil itu apa aja sih?",carbot routine maintenance mobil itu apa aja sih,carbot routine maintenance mobil itu apa saja memang,"['carbot', 'routine', 'maintenance', 'mobil', 'apa', 'memang']"
car_recommendation,"carbot, cara jagain mobil biar tetep prima gimana?",carbot cara jagain mobil biar tetep prima gimana,carbot cara jagain mobil agar tetep prima bagaimana,"['carbot', 'cara', 'jagain', 'mobil', 'tetep', 'prima', 'bagaimana']"
car_recommendation,"carbot, tolong dong tips rawat mobil yang bagus",carbot tolong dong tips rawat mobil yang bagus,carbot tolong dong tips rawat mobil yang bagus,"['carbot', 'dong', 'tips', 'rawat', 'mobil', 'bagus']"
car_recommendation,"carbot, maintenance mobil yang tepat seperti apa?",carbot maintenance mobil yang tepat seperti apa,carbot maintenance mobil yang tepat seperti apa,"['carbot', 'maintenance', 'mobil', 'tepat', 'apa']"
car_recommendation,"carbot, mobil biar tetep fit tuh diapain aja?",carbot mobil biar tetep fit tuh diapain aja,carbot mobil agar tetep fit itu diapain saja,"['carbot', 'mobil', 'tetep', 'fit', 'diapain']"
car_recommendation,"carbot, perawatan rutin mobil itu apa aja?",carbot perawatan rutin mobil itu apa aja,carbot perawatan rutin mobil itu apa saja,"['carbot', 'awat', 'rutin', 'mobil', 'apa']"
car_recommendation,"carbot, biar mobil awet kudu diapain aja?",carbot biar mobil awet kudu diapain aja,carbot agar mobil awet harus diapain saja,"['carbot', 'mobil', 'awet', 'diapain']"
car_recommendation,"carbot, gimana caranya rawat mobil yang bener?",carbot gimana caranya rawat mobil yang bener,carbot bagaimana caranya rawat mobil yang benar,"['carbot', 'bagaimana', 'cara', 'rawat', 'mobil', 'benar']"
car_recommendation,"carbot, perawatan mobil yang wajib dilakukan apa aja?",carbot perawatan mobil yang wajib dilakukan apa aja,carbot perawatan mobil yang wajib dilakukan apa saja,"['carbot', 'awat', 'mobil', 'wajib', 'laku', 'apa']"
car_recommendation,"carbot, maintenance berkala mobil itu apa saja?",carbot maintenance berkala mobil itu apa saja,carbot maintenance berkala mobil itu apa saja,"['carbot', 'maintenance', 'kala', 'mobil', 'apa']"
car_recommendation,"carbot, cara menjaga performa mobil bagaimana?",carbot cara menjaga performa mobil bagaimana,carbot cara menjaga performa mobil bagaimana,"['carbot', 'cara', 'jaga', 'performa', 'mobil', 'bagaimana']"
car_recommendation,"carbot, tips merawat mobil biar gak cepet rusak?",carbot tips merawat mobil biar gak cepet rusak,carbot tips merawat mobil agar tidak cepat rusak,"['carbot', 'tips', 'rawat', 'mobil', 'tidak', 'cepat', 'rusak']"
car_recommendation,"carbot, apa aja sih yang perlu diperhatiin buat rawat mobil?",carbot apa aja sih yang perlu diperhatiin buat rawat mobil,carbot apa saja memang yang perlu diperhatiin buat rawat mobil,"['carbot', 'apa', 'memang', 'perlu', 'diperhatiin', 'buat', 'rawat', 'mobil']"
car_recommendation,"carbot, mohon tips merawat mobil yang efektif",carbot mohon tips merawat mobil yang efektif,carbot mohon tips merawat mobil yang efektif,"['carbot', 'mohon', 'tips', 'rawat', 'mobil', 'efektif']"
car_recommendation,"carbot, perawatan wajib untuk mobil apa saja?",carbot perawatan wajib untuk mobil apa saja,carbot perawatan wajib untuk mobil apa saja,"['carbot', 'awat', 'wajib', 'mobil', 'apa']"
car_recommendation,"carbot, cara menjaga kondisi mobil tetap optimal?",carbot cara menjaga kondisi mobil tetap optimal,carbot cara menjaga kondisi mobil tetap optimal,"['carbot', 'cara', 'jaga', 'kondisi', 'mobil', 'tetap', 'optimal']"
car_recommendation,"carbot, cara merawat mobil biar optimal gimana ya?",carbot cara merawat mobil biar optimal gimana ya,carbot cara merawat mobil agar optimal bagaimana iya,"['carbot', 'cara', 'rawat', 'mobil', 'optimal', 'bagaimana', 'iya']"
car_recommendation,mohon tips perawatan mobil yang baik,mohon tips perawatan mobil yang baik,mohon tips perawatan mobil yang baik,"['mohon', 'tips', 'awat', 'mobil', 'baik']"
car_recommendation,minta saran dong cara ngerawat mobil,minta saran dong cara ngerawat mobil,minta saran dong cara ngerawat mobil,"['minta', 'saran', 'dong', 'cara', 'ngerawat', 'mobil']"
car_recommendation,bagaimana cara menjaga kondisi mobil tetap prima?,bagaimana cara menjaga kondisi mobil tetap prima,bagaimana cara menjaga kondisi mobil tetap prima,"['bagaimana', 'cara', 'jaga', 'kondisi', 'mobil', 'tetap', 'prima']"
car_recommendation,bisa kasih tau cara rawat mobil yang bener?,bisa kasih tau cara rawat mobil yang bener,bisa kasih tahu cara rawat mobil yang benar,"['kasih', 'tahu', 'cara', 'rawat', 'mobil', 'benar']"
car_recommendation,apa saja kiat-kiat merawat mobil?,apa saja kiatkiat merawat mobil,apa saja kiatkiat merawat mobil,"['apa', 'kiatkiat', 'rawat', 'mobil']"
car_recommendation,tolong beri tips merawat mobil,tolong beri tips merawat mobil,tolong beri tips merawat mobil,"['beri', 'tips', 'rawat', 'mobil']"
car_recommendation,gimana sih cara jagain mobil biar awet?,gimana sih cara jagain mobil biar awet,bagaimana memang cara jagain mobil agar awet,"['bagaimana', 'memang', 'cara', 'jagain', 'mobil', 'awet']"
car_recommendation,bagi dong tips maintenance mobil,bagi dong tips maintenance mobil,bagi dong tips maintenance mobil,"['dong', 'tips', 'maintenance', 'mobil']"
car_recommendation,cara menjaga performa mobil bagaimana?,cara menjaga performa mobil bagaimana,cara menjaga performa mobil bagaimana,"['cara', 'jaga', 'performa', 'mobil', 'bagaimana']"
car_recommendation,mobil biar tetep prima gimana ya caranya?,mobil biar tetep prima gimana ya caranya,mobil agar tetep prima bagaimana iya caranya,"['mobil', 'tetep', 'prima', 'bagaimana', 'iya', 'cara']"
car_recommendation,apa aja yang perlu diperhatikan dalam perawatan mobil?,apa aja yang perlu diperhatikan dalam perawatan mobil,apa saja yang perlu diperhatikan dalam perawatan mobil,"['apa', 'yang', 'perlu', 'perhati', 'awat', 'mobil']"
car_recommendation,tips merawat mobil biar tahan lama?,tips merawat mobil biar tahan lama,tips merawat mobil agar tahan lama,"['tips', 'rawat', 'mobil', 'tahan', 'lama']"
car_recommendation,cara menjaga mobil tetap optimal gimana?,cara menjaga mobil tetap optimal gimana,cara menjaga mobil tetap optimal bagaimana,"['cara', 'jaga', 'mobil', 'tetap', 'optimal', 'bagaimana']"
car_recommendation,mohon informasi perawatan mobil yang tepat,mohon informasi perawatan mobil yang tepat,mohon informasi perawatan mobil yang tepat,"['mohon', 'informasi', 'awat', 'mobil', 'tepat']"
car_recommendation,bagaimana cara merawat mobil dengan benar?,bagaimana cara merawat mobil dengan benar,bagaimana cara merawat mobil dengan benar,"['bagaimana', 'cara', 'rawat', 'mobil', 'benar']"
car_recommendation,gimana caranya biar mobil tetep fit?,gimana caranya biar mobil tetep fit,bagaimana caranya agar mobil tetep fit,"['bagaimana', 'cara', 'mobil', 'tetep', 'fit']"
car_recommendation,tolong kasih tips merawat kendaraan,tolong kasih tips merawat kendaraan,tolong kasih tips merawat kendaraan,"['kasih', 'tips', 'rawat', 'kendara']"
car_recommendation,cara menjaga kondisi mobil tetap baik?,cara menjaga kondisi mobil tetap baik,cara menjaga kondisi mobil tetap baik,"['cara', 'jaga', 'kondisi', 'mobil', 'tetap', 'baik']"
car_recommendation,apa yang harus dilakukan untuk merawat mobil?,apa yang harus dilakukan untuk merawat mobil,apa yang harus dilakukan untuk merawat mobil,"['apa', 'harus', 'laku', 'rawat', 'mobil']"
car_recommendation,gimana ya biar mobil tetep prima?,gimana ya biar mobil tetep prima,bagaimana iya agar mobil tetep prima,"['bagaimana', 'iya', 'mobil', 'tetep', 'prima']"
car_recommendation,tips merawat mobil secara berkala?,tips merawat mobil secara berkala,tips merawat mobil secara berkala,"['tips', 'rawat', 'mobil', 'cara', 'kala']"
car_recommendation,cara maintenance mobil yang baik?,cara maintenance mobil yang baik,cara maintenance mobil yang baik,"['cara', 'maintenance', 'mobil', 'baik']"
car_recommendation,bagaimana merawat mobil secara teratur?,bagaimana merawat mobil secara teratur,bagaimana merawat mobil secara teratur,"['bagaimana', 'rawat', 'mobil', 'cara', 'atur']"
car_recommendation,mohon petunjuk perawatan mobil,mohon petunjuk perawatan mobil,mohon petunjuk perawatan mobil,"['mohon', 'tunjuk', 'awat', 'mobil']"
car_recommendation,gimana sih cara jagain mobil yang bener?,gimana sih cara jagain mobil yang bener,bagaimana memang cara jagain mobil yang benar,"['bagaimana', 'memang', 'cara', 'jagain', 'mobil', 'benar']"
car_recommendation,tips merawat mobil sehari-hari dong,tips merawat mobil seharihari dong,tips merawat mobil seharihari dong,"['tips', 'rawat', 'mobil', 'seharihari', 'dong']"
car_recommendation,cara menjaga kondisi mobil tetap top?,cara menjaga kondisi mobil tetap top,cara menjaga kondisi mobil tetap top,"['cara', 'jaga', 'kondisi', 'mobil', 'tetap', 'top']"
car_recommendation,apa rahasia merawat mobil yang baik?,apa rahasia merawat mobil yang baik,apa rahasia merawat mobil yang baik,"['apa', 'rahasia', 'rawat', 'mobil', 'baik']"
car_recommendation,gimana caranya rawat mobil yang tepat?,gimana caranya rawat mobil yang tepat,bagaimana caranya rawat mobil yang tepat,"['bagaimana', 'cara', 'rawat', 'mobil', 'tepat']"
car_recommendation,bisa share tips perawatan mobil?,bisa share tips perawatan mobil,bisa share tips perawatan mobil,"['share', 'tips', 'awat', 'mobil']"
car_recommendation,cara merawat mobil yang efektif gimana?,cara merawat mobil yang efektif gimana,cara merawat mobil yang efektif bagaimana,"['cara', 'rawat', 'mobil', 'efektif', 'bagaimana']"
car_recommendation,mohon tips menjaga performa mobil,mohon tips menjaga performa mobil,mohon tips menjaga performa mobil,"['mohon', 'tips', 'jaga', 'performa', 'mobil']"
car_recommendation,bagaimana cara optimal merawat mobil?,bagaimana cara optimal merawat mobil,bagaimana cara optimal merawat mobil,"['bagaimana', 'cara', 'optimal', 'rawat', 'mobil']"
car_recommendation,gimana sih cara rawat mobil yang proper?,gimana sih cara rawat mobil yang proper,bagaimana memang cara rawat mobil yang proper,"['bagaimana', 'memang', 'cara', 'rawat', 'mobil', 'proper']"
car_recommendation,apakah wajib rutin merawat mobil baru?,apakah wajib rutin merawat mobil baru,apakah wajib rutin merawat mobil baru,"['wajib', 'rutin', 'rawat', 'mobil', 'baru']"
car_recommendation,cara merawat mobil saat musim hujan,cara merawat mobil saat musim hujan,cara merawat mobil saat musim hujan,"['cara', 'rawat', 'mobil', 'musim', 'hujan']"
car_recommendation,begini cara merawat kendaraan roda empat,begini cara merawat kendaraan roda empat,begini cara merawat kendaraan roda empat,"['begini', 'cara', 'rawat', 'kendara', 'roda', 'empat']"
car_recommendation,rutin merawat komponen mobil itu penting,rutin merawat komponen mobil itu penting,rutin merawat komponen mobil itu penting,"['rutin', 'rawat', 'komponen', 'mobil', 'penting']"
car_recommendation,kenapa harus rajin merawat mobil?,kenapa harus rajin merawat mobil,kenapa harus rajin merawat mobil,"['harus', 'rajin', 'rawat', 'mobil']"
car_recommendation,berapa biaya merawat mobil perbulan?,berapa biaya merawat mobil perbulan,berapa biaya merawat mobil perbulan,"['berapa', 'biaya', 'rawat', 'mobil', 'bulan']"
car_recommendation,pentingnya merawat aki mobil secara rutin,pentingnya merawat aki mobil secara rutin,pentingnya merawat aki mobil secara rutin,"['penting', 'rawat', 'aki', 'mobil', 'cara', 'rutin']"
car_recommendation,waktu yang tepat merawat mesin mobil,waktu yang tepat merawat mesin mobil,waktu yang tepat merawat mesin mobil,"['waktu', 'tepat', 'rawat', 'mesin', 'mobil']"
car_recommendation,bengkel khusus merawat mobil eropa,bengkel khusus merawat mobil eropa,bengkel khusus merawat mobil eropa,"['bengkel', 'khusus', 'rawat', 'mobil', 'eropa']"
car_recommendation,jadwal rutin merawat komponen mobil,jadwal rutin merawat komponen mobil,jadwal rutin merawat komponen mobil,"['jadwal', 'rutin', 'rawat', 'komponen', 'mobil']"
car_recommendation,sering merawat mobil bikin awet,sering merawat mobil bikin awet,sering merawat mobil bikin awet,"['sering', 'rawat', 'mobil', 'bikin', 'awet']"
info_manual_otomatic,apa perbedaan mobil manual dan matic?,apa perbedaan mobil manual dan matic,apa perbedaan mobil manual dan matic,"['apa', 'beda', 'mobil', 'manual', 'matic']"
info_manual_otomatic,lebih bagus mana mobil manual atau matic?,lebih bagus mana mobil manual atau matic,lebih bagus mana mobil manual atau matic,"['lebih', 'bagus', 'mana', 'mobil', 'manual', 'matic']"
info_manual_otomatic,keunggulan mobil manual apa saja?,keunggulan mobil manual apa saja,keunggulan mobil manual apa saja,"['unggul', 'mobil', 'manual', 'apa']"
info_manual_otomatic,kelebihan mobil matic apa aja?,kelebihan mobil matic apa aja,kelebihan mobil matic apa saja,"['lebih', 'mobil', 'matic', 'apa']"
info_manual_otomatic,mobil manual lebih irit dari matic ya?,mobil manual lebih irit dari matic ya,mobil manual lebih hemat dari matic iya,"['mobil', 'manual', 'lebih', 'hemat', 'matic', 'iya']"
info_manual_otomatic,biaya perawatan mobil matic mahal ga?,biaya perawatan mobil matic mahal ga,biaya perawatan mobil matic mahal tidak,"['biaya', 'awat', 'mobil', 'matic', 'mahal']"
info_manual_otomatic,cara nyetir mobil matic gimana?,cara nyetir mobil matic gimana,cara nyetir mobil matic bagaimana,"['cara', 'nyetir', 'mobil', 'matic', 'bagaimana']"
info_manual_otomatic,mobil manual lebih awet dari matic?,mobil manual lebih awet dari matic,mobil manual lebih awet dari matic,"['mobil', 'manual', 'lebih', 'awet', 'matic']"
info_manual_otomatic,mobil matic bagus untuk pemula?,mobil matic bagus untuk pemula,mobil matic bagus untuk pemula,"['mobil', 'matic', 'bagus', 'mula']"
info_manual_otomatic,performa mobil manual vs matic?,performa mobil manual vs matic,performa mobil manual vs matic,"['performa', 'mobil', 'manual', 'vs', 'matic']"
info_manual_otomatic,mobil matic lebih nyaman ya?,mobil matic lebih nyaman ya,mobil matic lebih nyaman iya,"['mobil', 'matic', 'lebih', 'nyaman', 'iya']"
info_manual_otomatic,tips membeli mobil manual atau matic?,tips membeli mobil manual atau matic,tips membeli mobil manual atau matic,"['tips', 'beli', 'mobil', 'manual', 'matic']"
info_manual_otomatic,mobil manual lebih murah ya?,mobil manual lebih murah ya,mobil manual lebih murah iya,"['mobil', 'manual', 'lebih', 'murah', 'iya']"
info_manual_otomatic,susah ga belajar mobil manual?,susah ga belajar mobil manual,susah tidak belajar mobil manual,"['susah', 'ajar', 'mobil', 'manual']"
info_manual_otomatic,mobil matic lebih gampang dikendarai?,mobil matic lebih gampang dikendarai,mobil matic lebih mudah dikendarai,"['mobil', 'matic', 'lebih', 'mudah', 'kendara']"
info_manual_otomatic,biaya service mobil matic mahal?,biaya service mobil matic mahal,biaya service mobil matic mahal,"['biaya', 'service', 'mobil', 'matic', 'mahal']"
info_manual_otomatic,mobil matic boros bensin?,mobil matic boros bensin,mobil matic boros bensin,"['mobil', 'matic', 'boros', 'bensin']"
info_manual_otomatic,bagaimana cara kerja transmisi manual?,bagaimana cara kerja transmisi manual,bagaimana cara kerja transmisi manual,"['bagaimana', 'cara', 'kerja', 'transmisi', 'manual']"
info_manual_otomatic,sistem transmisi matic gimana?,sistem transmisi matic gimana,sistem transmisi matic bagaimana,"['sistem', 'transmisi', 'matic', 'bagaimana']"
info_manual_otomatic,mobil manual lebih gesit ya?,mobil manual lebih gesit ya,mobil manual lebih gesit iya,"['mobil', 'manual', 'lebih', 'gesit', 'iya']"
info_manual_otomatic,mobil matic cocok untuk macet?,mobil matic cocok untuk macet,mobil matic cocok untuk macet,"['mobil', 'matic', 'cocok', 'macet']"
info_manual_otomatic,kelemahan mobil matic apa?,kelemahan mobil matic apa,kelemahan mobil matic apa,"['lemah', 'mobil', 'matic', 'apa']"
info_manual_otomatic,kekurangan mobil manual apa?,kekurangan mobil manual apa,kekurangan mobil manual apa,"['kurang', 'mobil', 'manual', 'apa']"
info_manual_otomatic,transmisi manual vs matic bagus mana?,transmisi manual vs matic bagus mana,transmisi manual vs matic bagus mana,"['transmisi', 'manual', 'vs', 'matic', 'bagus', 'mana']"
info_manual_otomatic,mobil matic buat pemula bagus ga?,mobil matic buat pemula bagus ga,mobil matic buat pemula bagus tidak,"['mobil', 'matic', 'buat', 'mula', 'bagus']"
info_manual_otomatic,rekomendasi mobil manual atau matic?,rekomendasi mobil manual atau matic,rekomendasi mobil manual atau matic,"['rekomendasi', 'mobil', 'manual', 'matic']"
info_manual_otomatic,mobil manual butuh skill lebih ya?,mobil manual butuh skill lebih ya,mobil manual butuh skill lebih iya,"['mobil', 'manual', 'butuh', 'skill', 'lebih', 'iya']"
info_manual_otomatic,transmisi matic awet ga sih?,transmisi matic awet ga sih,transmisi matic awet tidak memang,"['transmisi', 'matic', 'awet', 'memang']"
info_manual_otomatic,transmisi manual lebih kuat ya?,transmisi manual lebih kuat ya,transmisi manual lebih kuat iya,"['transmisi', 'manual', 'lebih', 'kuat', 'iya']"
info_manual_otomatic,cara merawat mobil matic gimana?,cara merawat mobil matic gimana,cara merawat mobil matic bagaimana,"['cara', 'rawat', 'mobil', 'matic', 'bagaimana']"
info_manual_otomatic,perawatan mobil manual gimana?,perawatan mobil manual gimana,perawatan mobil manual bagaimana,"['awat', 'mobil', 'manual', 'bagaimana']"
info_manual_otomatic,harga jual ulang mobil matic bagus ga?,harga jual ulang mobil matic bagus ga,harga jual ulang mobil matic bagus tidak,"['harga', 'jual', 'ulang', 'mobil', 'matic', 'bagus']"
info_manual_otomatic,mobil manual masih worth it ga?,mobil manual masih worth it ga,mobil manual masih worth it tidak,"['mobil', 'manual', 'worth', 'it']"
info_manual_otomatic,mobil matic worth it ga?,mobil matic worth it ga,mobil matic worth it tidak,"['mobil', 'matic', 'worth', 'it']"
info_manual_otomatic,transmisi cvt bagus ga?,transmisi cvt bagus ga,transmisi cvt bagus tidak,"['transmisi', 'cvt', 'bagus']"
info_manual_otomatic,mobil matic lebih mahal ya?,mobil matic lebih mahal ya,mobil matic lebih mahal iya,"['mobil', 'matic', 'lebih', 'mahal', 'iya']"
info_manual_otomatic,transmisi manual lebih andal?,transmisi manual lebih andal,transmisi manual lebih andal,"['transmisi', 'manual', 'lebih', 'andal']"
info_manual_otomatic,mobil matic lebih smooth ya?,mobil matic lebih smooth ya,mobil matic lebih smooth iya,"['mobil', 'matic', 'lebih', 'smooth', 'iya']"
info_manual_otomatic,transmisi manual lebih responsif?,transmisi manual lebih responsif,transmisi manual lebih responsif,"['transmisi', 'manual', 'lebih', 'responsif']"
info_manual_otomatic,mobil matic lebih aman untuk pemula?,mobil matic lebih aman untuk pemula,mobil matic lebih aman untuk pemula,"['mobil', 'matic', 'lebih', 'aman', 'mula']"
info_manual_otomatic,tips memilih antara mobil manual atau matic?,tips memilih antara mobil manual atau matic,tips memilih antara mobil manual atau matic,"['tips', 'pilih', 'mobil', 'manual', 'matic']"
info_manual_otomatic,mohon penjelasan mengenai perbedaan mobil manual dan matic,mohon penjelasan mengenai perbedaan mobil manual dan matic,mohon penjelasan mengenai perbedaan mobil manual dan matic,"['mohon', 'jelas', 'kena', 'beda', 'mobil', 'manual', 'matic']"
info_manual_otomatic,bagaimana sistem kerja transmisi manual dan matic?,bagaimana sistem kerja transmisi manual dan matic,bagaimana sistem kerja transmisi manual dan matic,"['bagaimana', 'sistem', 'kerja', 'transmisi', 'manual', 'matic']"
info_manual_otomatic,berikan perbandingan mobil manual dan matic,berikan perbandingan mobil manual dan matic,berikan perbandingan mobil manual dan matic,"['ikan', 'banding', 'mobil', 'manual', 'matic']"
info_manual_otomatic,apakah mobil manual lebih ekonomis dibandingkan matic?,apakah mobil manual lebih ekonomis dibandingkan matic,apakah mobil manual lebih ekonomis dibandingkan matic,"['mobil', 'manual', 'lebih', 'ekonomis', 'banding', 'matic']"
info_manual_otomatic,bagaimana pertimbangan memilih mobil manual atau matic?,bagaimana pertimbangan memilih mobil manual atau matic,bagaimana pertimbangan memilih mobil manual atau matic,"['bagaimana', 'timbang', 'pilih', 'mobil', 'manual', 'matic']"
info_manual_otomatic,jelaskan karakteristik transmisi manual dan matic,jelaskan karakteristik transmisi manual dan matic,jelaskan karakteristik transmisi manual dan matic,"['jelas', 'karakteristik', 'transmisi', 'manual', 'matic']"
info_manual_otomatic,mohon informasi mengenai keunggulan mobil manual dan matic,mohon informasi mengenai keunggulan mobil manual dan matic,mohon informasi mengenai keunggulan mobil manual dan matic,"['mohon', 'informasi', 'kena', 'unggul', 'mobil', 'manual', 'matic']"
info_manual_otomatic,apakah transmisi matic memerlukan perawatan khusus?,apakah transmisi matic memerlukan perawatan khusus,apakah transmisi matic memerlukan perawatan khusus,"['transmisi', 'matic', 'perlu', 'awat', 'khusus']"
info_manual_otomatic,bagaimana prospek mobil manual di masa depan?,bagaimana prospek mobil manual di masa depan,bagaimana prospek mobil manual di masa depan,"['bagaimana', 'prospek', 'mobil', 'manual', 'masa', 'depan']"
info_manual_otomatic,transmisi matic bakal jadi tren ga ya?,transmisi matic bakal jadi tren ga ya,transmisi matic bakal jadi trend tidak iya,"['transmisi', 'matic', 'bakal', 'jadi', 'trend', 'iya']"
info_manual_otomatic,beli mobil manual atau matic ya enaknya?,beli mobil manual atau matic ya enaknya,beli mobil manual atau matic iya enaknya,"['beli', 'mobil', 'manual', 'matic', 'iya', 'enak']"
info_manual_otomatic,mobil matic buat di tanjakan gimana?,mobil matic buat di tanjakan gimana,mobil matic buat di tanjakan bagaimana,"['mobil', 'matic', 'buat', 'tanjak', 'bagaimana']"
info_manual_otomatic,"orang bilang mobil manual lebih seru, bener ga?",orang bilang mobil manual lebih seru bener ga,orang bilang mobil manual lebih seru benar tidak,"['orang', 'bilang', 'mobil', 'manual', 'lebih', 'seru', 'benar']"
info_manual_otomatic,"gue newbie nih, enakan manual apa matic?",gue newbie nih enakan manual apa matic,saya newbie ini enakan manual apa matic,"['newbie', 'enak', 'manual', 'apa', 'matic']"
info_manual_otomatic,matic tuh beneran lebih boros ya?,matic tuh beneran lebih boros ya,matic itu benar-benar lebih boros iya,"['matic', 'benarbenar', 'lebih', 'boros', 'iya']"
info_manual_otomatic,manual lebih gampang rusak ga sih?,manual lebih gampang rusak ga sih,manual lebih mudah rusak tidak memang,"['manual', 'lebih', 'mudah', 'rusak', 'memang']"
info_manual_otomatic,matic tuh bisa buat drift ga?,matic tuh bisa buat drift ga,matic itu bisa buat drift tidak,"['matic', 'bisa', 'buat', 'drift']"
info_manual_otomatic,mobil manual masih laku ga sih sekarang?,mobil manual masih laku ga sih sekarang,mobil manual masih laku tidak memang sekarang,"['mobil', 'manual', 'laku', 'memang', 'sekarang']"
info_manual_otomatic,matic sama manual bagusan mana sih sebenernya?,matic sama manual bagusan mana sih sebenernya,matic sama manual bagusan mana memang sebenarnya,"['matic', 'sama', 'manual', 'bagus', 'mana', 'memang', 'benar']"
info_manual_otomatic,mending beli mobil manual atau matic ya?,mending beli mobil manual atau matic ya,lebih baik beli mobil manual atau matic iya,"['lebih', 'baik', 'beli', 'mobil', 'manual', 'matic', 'iya']"
info_manual_otomatic,antara manual dan matic pilih mana?,antara manual dan matic pilih mana,antara manual dan matic pilih mana,"['manual', 'matic', 'pilih', 'mana']"
info_manual_otomatic,tolong jelaskan perbedaan mobil manual dan matic,tolong jelaskan perbedaan mobil manual dan matic,tolong jelaskan perbedaan mobil manual dan matic,"['jelas', 'beda', 'mobil', 'manual', 'matic']"
info_manual_otomatic,"saya mau beli mobil, manual atau matic ya?",saya mau beli mobil manual atau matic ya,saya mau beli mobil manual atau matic iya,"['mau', 'beli', 'mobil', 'manual', 'matic', 'iya']"
info_manual_otomatic,bedanya mobil manual sama matic tuh apa sih?,bedanya mobil manual sama matic tuh apa sih,bedanya mobil manual sama matic itu apa memang,"['beda', 'mobil', 'manual', 'sama', 'matic', 'apa', 'memang']"
info_manual_otomatic,"manual vs matic, mana yang lebih baik?",manual vs matic mana yang lebih baik,manual vs matic mana yang lebih baik,"['manual', 'vs', 'matic', 'mana', 'lebih', 'baik']"
info_manual_otomatic,mohon penjelasan kelebihan dan kekurangan mobil manual dan matic,mohon penjelasan kelebihan dan kekurangan mobil manual dan matic,mohon penjelasan kelebihan dan kekurangan mobil manual dan matic,"['mohon', 'jelas', 'lebih', 'kurang', 'mobil', 'manual', 'matic']"
info_manual_otomatic,lebih efisien mana sih antara manual dan matic?,lebih efisien mana sih antara manual dan matic,lebih efisien mana memang antara manual dan matic,"['lebih', 'efisien', 'mana', 'memang', 'manual', 'matic']"
info_manual_otomatic,bagaimana performa mobil manual dibanding matic?,bagaimana performa mobil manual dibanding matic,bagaimana performa mobil manual dibanding matic,"['bagaimana', 'performa', 'mobil', 'manual', 'banding', 'matic']"
info_manual_otomatic,untuk jarak jauh bagus mana manual atau matic?,untuk jarak jauh bagus mana manual atau matic,untuk jarak jauh bagus mana manual atau matic,"['jarak', 'jauh', 'bagus', 'mana', 'manual', 'matic']"
